fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y
363,HOTEL THE CORRALEJO BEACH,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"C/ VÍCTOR GRAU BASSAS, 1",139,360,-13.868158,28.737092,etn5krmt8q,610523.03,3179383.13
364,APARTAMENTOS FUERTESOL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,"35003",Antigua,"AVENIDA VIRGEN DE LA PEŃA, 2",110,330,-13.86483,28.396398,etn1s3rvn0,611205.69,3141638.62
365,ATLANTIC GARDEN BEACH MATE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"AVENIDA GRAN CANARIA, 4",68,142,-13.865701,28.729685,etn5kqp699,610770.78,3178564.73
366,APARTAMENTOS GALERA BEACH,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"AVENIDA GRANDES PLAYAS, 3",16,38,-13.865615,28.732997,etn5kqxmgf,610775.69,3178931.77
367,HOTEL H10 OCEAN SUITES,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"C/ LAS PALMERAS, 1",199,450,-13.873005,28.731965,etn5kq3zzd,610055.06,3178810.58
368,APARTAMENTOS DUNAS CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"CALLE EL PULPO, 2",108,216,-13.865057,28.743063,etn5s2xb2z,610819.56,3180047.6
369,APARTAMENTOS COTILLO SURF,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B22,El Cotillo,"35014",La Oliva,"CALLE PEDRO SAAVEDRA, 3",9,21,-14.011629,28.685849,etn51nj51m,596559.5,3173580.98
370,APARTAMENTOS JUAN BENITEZ,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B22,El Cotillo,"35014",La Oliva,"CALLE LA CALETA, 4",9,18,-14.010989,28.681454,etn51jm986,596626.07,3173094.56
371,APARTAMENTOS COTILLO LAGOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B22,El Cotillo,"35014",La Oliva,"URBANIZACIÓN LOS LAGOS, S/N",45,98,-14.011034,28.690611,etn51nvqzj,596613.26,3174109.07
372,APARTAMENTOS FLOR DEL COTILLO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B22,El Cotillo,"35014",La Oliva,"CALLE MARIA HIERRO MORALES, 6",2,4,-14.012149,28.684953,etn51jutvq,596509.52,3173481.29
373,LAS MARISMAS DE CORRALEJO,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,CALLE HURIAMEN S/N,268,772,-13.869109,28.726037,etn5kmkv63,610441.78,3178157.37
374,RESORT FUERTEVENTURA ORIGO MARE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B9,Entidad no turística de Fuerteventura,ES704B90,Núcleo no turístico de Fuerteventura,"35014",La Oliva,"CTRA. DE MAJANICHO, 100",323,896,-13.948192,28.730851,etn56w71rd,602713.41,3178620.03
375,BARCELÓ FUERTEVENTURA CASTILLO,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,"35003",Antigua,AVENIDA DEL CASTILLO,477,954,-13.854318,28.394902,etn1s9ps6c,612237.14,3141482.63
376,HOTEL BARCELÓ CORRALEJO SANDS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"C/. LA  ACACIA, Nş 1",156,434,-13.870814,28.732973,etn5kqetdw,610267.98,3178924.29
377,HOTEL ARENA BEACH,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"C/. LA GOMERA, 5",136,272,-13.862502,28.725593,etn5kt3dsq,611087.53,3178114.32
378,APARTAMENTOS LA CHALANA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"CALLE CARABELA, 4",12,24,-13.87071,28.735175,etn5kr5dt0,610275.82,3179168.37
379,HOTEL BOUTIQUE LA MARQUESINA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"CALLE MUELLE CHICO, 9",18,36,-13.867367,28.739141,etn5kry1du,610598.12,3179610.9
380,HOTEL VACANCY URBAN BOUTIQUE,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,CALLE PORIL 2,12,24,-13.868121,28.740696,etn5s2jd9q,610522.85,3179782.49
381,HOTEL HÉLČNE HOLIDAYS & RETREATS,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"CALLE PORIS, 10",8,19,-13.859042,28.731818,etn5kwknuz,611418.85,3178807.27
382,ISLAND HOME FUERTEVENTURA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"CALLE CERNICALO, 2",50,98,-13.869899,28.715007,etn5k7kjpc,610376.21,3176934.53
383,HOTEL MELIA FUERTEVENTURA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B9,Entidad no turística de Fuerteventura,ES704B90,Núcleo no turístico de Fuerteventura,"35015",Pájara,PLAYA BARCA S/N,418,1145,-14.245439,28.136812,etjb5f4uc1,574097.63,3112587.99
384,HOTEL ROBINSON CLUB JANDIA PLAYA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,PLAYA DEL MATORRAL,372,714,-14.34249,28.048472,esvz9dh45y,564619.89,3102746.23
385,HOTEL RIU PALACE JANDIA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"CALLE ARENA, S/N",213,426,-14.345677,28.049104,esvz9d1vc7,564306.29,3102814.56
386,APARTAMENTOS CASTILLO BEACH CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,"35003",Antigua,CALLE VIRGEN DE LA CARIDAD DEL COBRE SN,184,576,-13.870389,28.399951,etn1s65csw,610657.38,3142027.15
387,HOTEL TARO BEACH,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,URBANIZACIÓN CAŃADA DEL RIO COSTA CALMA,293,586,-14.222649,28.164212,etjbhr5kkm,576316.24,3115637.56
388,SBH HOTEL APART. MONICA BEACH,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,CAŃADA DEL RIO,409,818,-14.225246,28.162878,etjbhqckxs,576062.22,3115488.14
389,HOTEL RISCO DEL GATO,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"CALLE SICASUMBRE, 2",51,118,-14.232606,28.152407,etjbhhupsj,575346.95,3114323.54
390,HOTEL BARLOVENTO,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"URBANIZACIÓN CAŃADA DEL RIO,COSTA-CALMA",251,719,-14.220805,28.165809,etjbhrktxp,576496.15,3115815.64
391,HOTEL ALDIANA FUERTEVENTURA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,"CARRETERA DEL SUR, KM. 50",361,800,-14.316267,28.059522,esvzdhp4wf,567190.27,3103984.54
392,HOTEL SBH MAXORATA RESORT,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B42,Solana Matorral,"35015",Pájara,"CALLE BIOCHO, 4",601,1650,-14.327939,28.051985,esvz9fwwwv,566047.85,3103143.21
393,HOTEL SENSIMAR CALYPSO RESORT & SPA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"PLAYA DE JANDIA, S/N",250,500,-14.349387,28.05013,esvz96r5g5,563941.06,3102926.27
394,HOTEL ALTAMARENA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"AVENIDA EL SALADAR, 28",238,476,-14.346752,28.049244,esvz9d1n8q,564200.55,3102829.5
395,HOTEL ROBINSON CLUB ESQUINZO PLAYA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,BARRANCO DEL ESQUINZO,379,955,-14.302193,28.076372,esvzdx1kwx,568562.66,3105859.04
396,HOTEL CRYSTAL BEACH,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"CALLE LTU, 3",172,350,-14.223497,28.164401,etjbhr4v82,576232.85,3115657.96
397,HOTEL OCCIDENTAL ROCA NEGRA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B9,Entidad no turística de Gran Canaria,ES705B90,Núcleo no turístico de Gran Canaria,"35001",Agaete,"AVENIDA ALFREDO KRAUS, 42",140,282,-15.707547,28.106289,esuzfsd558,430499.58,3109178.81
398,APARTAMENTOS PUERTO CALETA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,"35003",Antigua,"ALCALDE JUAN EVORA SUAREZ , S/N",91,364,-13.857365,28.398243,etn1s9trgb,611935.11,3141849.95
399,HOTEL GOLDEN BEACH,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"COSTA CALMA, S/N",152,304,-14.232531,28.156598,etjbhju0jf,575351.38,3114787.88
400,HOTEL CLUB JANDÍA PRINCESS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,CALLE GRAN CANARIA 11. BUTIHONDO,512,1042,-14.305851,28.072415,esvzdqqv9t,568205.74,3105418.63
401,HOTEL IBEROSTAR PALACE FUERTEVENTURA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,"CALLE Las Gaviotas, PASAJE PLAYA ,1",437,876,-14.320464,28.056444,esvzd5s0th,566779.73,3103641.25
402,ALLSUN ESQUINZO BEACH,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,"CALLE GRAN CANARIA , 8",389,850,-14.308835,28.07386,esvzdqsw5f,567911.62,3105577.04
403,R 2 BUGANVILLA HOTEL SPA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"C/ LAS AFORTUNADAS, 2",254,508,-14.337362,28.049423,esvz9dpzer,565123.31,3102854.32
404,HOTEL FARO JANDÍA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"AVENIDA SALADAR, 17",214,642,-14.33351,28.049816,esvz9f6dj0,565501.65,3102899.92
405,HOTEL PLAYA ESMERALDA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"CALLE PUNTA DEL ROQUITO, 2",333,589,-14.235073,28.148869,etjbhh674c,575107.19,3113930.06
406,HOTEL XQ EL PALACETE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"CALLE EL ACANTILADO, S/N.",55,138,-14.350178,28.049589,esvz96q88w,563863.64,3102865.92
407,HOTEL IBEROSTAR PLAYA GAVIOTAS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,"CALLE LAS GAVIOTAS. PASAJE PLAYA, 2",355,678,-14.319261,28.056688,esvzd5t411,566897.8,3103668.94
408,CLUB HOTEL DRAGO PARK,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"CALLE PUNTA PESEBRES, 5",235,490,-14.223422,28.17332,etjbk2fc6p,576233.89,3116646.09
409,HOTEL SMY TAHONA FUERTEVENTURA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,"35003",Antigua,"CALLE ALCALDE MARCIAL SANCHEZ VELAZQUEZ,17",95,219,-13.857064,28.400083,etn1sdjd7p,611962.66,3142054.09
410,HOTEL RIO CALMA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"URBANIZACIÓN EL GRANILLO - CALLE ARTISTAS CANARIOS, Nş 8",415,709,-14.209474,28.16773,etjbhxubzm,577607.2,3116035.65
411,HOTEL SBH PARAISO PLAYA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,CALLE BARRANCO LOMO DEL ACEBUCHE S/N,317,1000,-14.294715,28.081096,esvzf8nbhz,569294.4,3106386.61
412,HOTEL PAJARA BEACH,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,CALLE PUNTA DEL ROQUITO S/N,387,696,-14.232745,28.150175,etjbhhs49h,575334.86,3114076.19
413,HOTEL COSTA CALMA BEACH RESORT,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"AVENIDA AGUSTIN MILLARES, 2",556,1062,-14.217714,28.167125,etjbhrwvrk,576798.67,3115963.38
414,HOTEL ROYAL SUITE,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,CALLE VALLE DE LOS ESCOBONES 1,168,498,-14.223674,28.171372,etjbk26whk,576210.53,3116430.12
415,HOTEL H10 TINDAYA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"CALLE PUNTA DEL ROQUITO, S/N",354,708,-14.230492,28.152577,etjbhjj8ts,575554.4,3114343.69
416,HOTEL ALUA VILLAGE FUERTEVENTURA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,"C/ GRAN CANARIA, Nş 1",244,540,-14.305285,28.076986,esvzdrr0q9,568258.46,3105925.33
417,HOTEL TUI MAGIC LIFE FUERTEVENTURA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,"AVENIDA DE LOS PUEBLOS ,1",693,1386,-14.309431,28.067386,esvzdms0q5,567857.12,3104859.51
418,HOTEL BARCELO JANDIA PLAYA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,CALLE LA MANCHA S/N. BARRANCO DE VINAMAR,644,1288,-14.325297,28.055313,esvzd52dh3,566305.46,3103513.32
419,HOTEL FUERTEVENTURA PRINCESS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,"CALLE GRAN CANARIA, 13 URBANIZACIÓN. ESQUINZO BUTIHONDO",692,1384,-14.308544,28.071308,esvzdqhz4z,567941.82,3105294.49
420,APARTAMENTOS CASTILLO BEACH PARK,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,"35003",Antigua,"CALLE VIRGEN DE LA CARIDAD DEL COBRE, S/N",89,178,-13.87172,28.397756,etn1s3duvm,610529.26,3141782.74
421,HOTEL OCCIDENTAL JANDIA MAR,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,PLAYA DEL JABLE S/N. BARRANCO DE VINAMAR.,485,1200,-14.326537,28.056965,esvz9gxexm,566182.58,3103695.65
422,SBH HOTEL COSTA CALMA PALACE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"AVDA. HAPAG LLOYD, S/N",417,834,-14.227166,28.160845,etjbhq80g1,575875.15,3115261.72
423,HOTEL TAIMAR,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"CALLE VALLE DE LOS MOSQUITOS, 4",101,202,-14.222333,28.171802,etjbk2e8es,576341.88,3116478.6
424,APARTAMENTOS MARYVENT,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"CALETA MANSA, 13",40,110,-14.227236,28.158475,etjbhq0512,575869.94,3114999.12
425,BAHIA CALMA BEACH,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"CALLE ANGOSTURA, 3",99,370,-14.228829,28.157274,etjbhjyuh2,575714.38,3114865.07
426,APARTAMENTOS SOTAVENTO BEACH CLUB,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"CALLE JAHN REISEN, 3",310,972,-14.22148,28.165356,etjbhrk5p6,576430.2,3115765.03
427,APARTAMENTOS ESMERALDA MARIS-CLUB DE BUNGALOWS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B30,Costa Calma,"35015",Pájara,"CALLE PUNTA DEL ROQUITO, 8",82,236,-14.235733,28.149292,etjbhh3ve2,575042.08,3113976.52
428,APARTAMENTOS CLUB MONTE MARINA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,"CALLE VALLE DEL ESQUINZO, S/N",45,135,-14.299516,28.077932,esvzdx7mv1,568824.7,3106033.37
429,APARTAMENTOS MONTE DEL MAR + ESQUINZO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B43,Esquinzo - Butihondo,"35015",Pájara,"CALLE BAYUYO, 3",141,359,-14.299554,28.078502,esvzdxe3hh,568820.61,3106096.5
430,NATALIS APARTAMENTOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,AVENIDA DEL FARO NR.4 MORRO JABLE,16,32,-14.353742,28.052016,esvz96eyvd,563511.94,3103132.92
431,APARTAMENTOS CALETA DORADA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,"35003",Antigua,CALLE BARRILLA S/N,155,370,-13.866253,28.399031,etn1s3yukg,611063.53,3141929.03
432,APARTAMENTOS PUNTA MARINA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"CALLE LAS ARENAS, 3",17,51,-14.346181,28.050043,esvz9d37mg,564256.19,3102918.32
433,APARTAMENTOS ATALAYA DE JANDIA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"CALLE LOS GUANCHES, 46",21,63,-14.354102,28.049244,esvz965wtn,563478.18,3102825.65
434,APARTAMENTOS IGRAMAR MORRO JABLE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"PEATONAL LAS GAVIOTAS, 3",39,126,-14.351209,28.050067,esvz96mg2x,563762.03,3102918.33
435,APARTAMENTOS CASABLANCA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"CALLE CARDON, 5- AVENIDA DEL FARO , 6",9,18,-14.353718,28.0518,esvz96evw4,563514.42,3103109.01
436,HOTEL LEMON AND SOUL CACTUS GARDEN,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,CALLE LAS AFORTUNADAS S/N,150,300,-14.338509,28.049779,esvz9dr1b9,565010.36,3102893.14
437,APARTAMENTOS MATORRAL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"CALLE BENTEJUI, 6",40,80,-14.342126,28.05028,esvz9dkksp,564654.58,3102946.72
438,APARTAMENTOS LA MIRADA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B4,Jandía,ES704B42,Solana Matorral,"35015",Pájara,"CALLE GARAJONAY, 10",10,22,-14.329455,28.051596,esvz9fts7k,565899.09,3103099.29
439,APARTAMENTOS ALAMEDA DE JANDIA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"CALLE BENTEJUI, 4",261,522,-14.340978,28.04975,esvz9dm1wu,564767.72,3102888.61
440,APARTAMENTOS BLUE SEA JANDIA LUZ,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"AVENIDA EL SALADAR, Nş1",115,230,-14.344296,28.049078,esvz9d4v9x,564442.03,3102812.41
441,APARTAMENTOS PALM GARDEN,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"AVENIDA DEL SALADAR, Nş 5",248,886,-14.339079,28.049038,esvz9dnt7p,564954.79,3102810.75
442,APARTAMENTOS VILLA FLORIDA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B10,Caleta de Fuste,"35003",Antigua,"CALLE JUAN RAMON SOTO MORALES, 17",66,132,-13.85789,28.399574,etn1s9uzxb,611882.28,3141996.93
443,APARTAMENTOS GARDEN SEA & BOUTIQUE LODG,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"CALLE LAS ARENAS, S/N",27,87,-14.347989,28.04958,esvz9d20es,564078.78,3102866.07
444,SOL FUERTEVENTURA JANDIA JUNIOR SUITES,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B41,Morro Jable,"35015",Pájara,"CALLE BENTEJUI, 8",295,590,-14.343274,28.049646,esvz9d7912,564542.13,3102875.87
445,APARTAMENTOS VILLAS MONTESOLANA,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Jandía,ES704B42,Solana Matorral,"35015",Pájara,"CALLE LA HUBARA, 9",17,86,-14.336134,28.0506,esvz9f2wxf,565243.28,3102985.36
